1612-LUN0.csv,2761270, 0.2524, 30.02, 23.59, 512, 200, 0.3245, 0.1439
1612-LUN1.csv,1955882, 0.1930, 38.98, 22.73, 512, 200, 0.3212, 0.1382
1612-LUN2.csv,3402546, 0.2801, 19.77, 14.28, 128, 302, 0.2536, 0.0679
1612-LUN3.csv,2049799, 0.2231, 31.12, 21.69, 128, 200, 0.2651, 0.1323
1612-LUN4.csv,2387993, 0.1416, 33.45, 27.68, 512, 200, 0.3354, 0.1783
1612-LUN6.csv,1838834, 0.2181, 31.27, 22.96, 512, 200, 0.2431, 0.1400
1613-LUN0.csv,1894392, 0.3322, 27.32, 18.57, 128, 200, 0.1747, 0.1071
1613-LUN1.csv,2264353, 0.2451, 35.91, 28.45, 128, 200, 0.2958, 0.1818
1613-LUN2.csv,4597054, 0.2613, 26.51, 15.81, 512, 302, 0.4015, 0.0837
1613-LUN3.csv,2271398, 0.2039, 32.65, 18.82, 512, 200, 0.3070, 0.1088
1613-LUN4.csv,2821938, 0.1382, 27.63, 21.63, 128, 200, 0.3358, 0.1328
1613-LUN6.csv,2558542, 0.2034, 33.54, 23.57, 512, 200, 0.3469, 0.1430
1614-LUN0.csv,867968, 0.5281, 26.86, 11.28, 512, 200, 0.0601, 0.0417
1614-LUN1.csv,1128506, 0.3382, 27.96, 12.16, 512, 200, 0.1186, 0.0358
1614-LUN2.csv,3871406, 0.1489, 27.34, 17.49, 512, 302, 0.3889, 0.0977
1614-LUN3.csv,1289239, 0.3518, 27.47, 12.27, 128, 200, 0.1323, 0.0543
1614-LUN4.csv,1580572, 0.2416, 33.21, 14.61, 128, 200, 0.2099, 0.0526
1614-LUN6.csv,1133571, 0.3897, 28.15, 15.18, 512, 200, 0.1110, 0.0786
1615-LUN0.csv,1073406, 0.7314, 29.28, 7.59, 128, 200, 0.0474, 0.0179
1615-LUN1.csv,534530, 0.6656, 25.93, 9.32, 512, 200, 0.0237, 0.0243
1615-LUN2.csv,1898934, 0.4261, 18.62, 7.08, 512, 302, 0.1136, 0.0115
1615-LUN3.csv,821227, 0.5293, 24.88, 9.06, 128, 200, 0.0537, 0.0305
1615-LUN4.csv,527386, 0.5542, 23.02, 9.83, 512, 200, 0.0301, 0.0353
1615-LUN6.csv,1608803, 0.4270, 25.61, 19.91, 512, 200, 0.1056, 0.1129
1616-LUN0.csv,744635, 0.5113, 25.11, 9.13, 128, 200, 0.0554, 0.0304
1616-LUN1.csv,749807, 0.6146, 25.21, 8.85, 512, 200, 0.0390, 0.0281
1616-LUN2.csv,1062360, 0.3340, 20.35, 9.70, 128, 302, 0.0834, 0.0317
1616-LUN3.csv,759484, 0.5018, 25.60, 8.78, 128, 200, 0.0550, 0.0282
1616-LUN4.csv,778779, 0.3872, 29.95, 9.43, 128, 200, 0.0849, 0.0312
1616-LUN6.csv,949065, 0.4844, 24.63, 15.35, 512, 200, 0.0696, 0.0743
