1615-lun0.csv
all of req: 1073406
write ratio: 0.7314
write avg size(KB): 29.28
read avg size(KB): 7.59
write
0.5 18067.5
16.0 10791.0
4.0 279247.0
2.5 846.5
3.0 1199.0
24.0 793.5
3.5 724.5
20.0 1059.0
1.0 6614.0
2.0 1072.5
12.0 10519.0
1.5 10467.0
32.0 6443.0
108.0 50.5
52.0 134.5
36.0 257.5
128.0 5027.0
28.0 451.0
40.0 303.0
64.0 826.0
60.0 1262.0
48.0 232.0
56.0 114.5
8.0 30764.0
68.0 85.0
76.0 78.0
104.0 64.0
24.5 113.5
15.0 121.5
6.5 233.5
44.0 137.0
62.5 45.0
59.5 39.5
9.0 44.0
62.0 17.5
21.0 173.0
14.0 101.0
92.0 33.0
23.5 125.0
80.0 121.0
18.0 39.5
14.5 93.0
72.0 80.5
84.0 73.0
96.0 77.0
106.5 1.5
6.0 99.0
120.0 46.5
124.0 46.0
51.5 12.5
25.0 24.5
108.5 0.5
19.0 71.0
21.5 72.5
16.5 41.5
27.5 41.5
29.0 18.5
10.5 28.0
26.5 52.0
4.5 209.5
7.0 114.0
57.0 9.0
5.0 174.0
26.0 61.0
118.5 1.0
55.0 7.5
88.0 50.5
100.0 97.5
57.5 17.0
112.0 59.0
12.5 39.5
33.5 45.0
67.0 3.0
34.5 67.5
5.5 119.5
13.5 106.5
22.0 86.0
34.0 55.0
7.5 86.5
18.5 26.5
22.5 167.0
17.5 19.0
31.0 7.0
23.0 98.0
85.0 2.5
13.0 41.5
8.5 38.0
116.0 66.0
53.5 12.5
10.0 54.5
9.5 30.5
81.5 2.5
45.5 6.5
46.0 5.5
72.5 0.5
63.0 16.5
58.0 9.5
117.5 1.0
73.5 2.0
36.5 4.5
29.5 23.0
55.5 14.5
19.5 20.0
39.5 8.0
111.5 1.5
109.0 1.0
37.0 7.5
11.5 40.0
15.5 17.5
82.0 2.5
58.5 25.5
30.5 60.5
39.0 22.5
123.5 2.5
113.0 1.5
59.0 44.0
79.5 3.5
11.0 31.5
69.5 9.0
25.5 23.0
28.5 43.0
35.0 12.0
40.5 7.5
70.0 1.5
38.0 2.5
53.0 8.0
52.5 8.5
67.5 3.0
27.0 21.5
37.5 4.0
64.5 2.0
47.5 8.5
20.5 14.0
103.0 3.0
54.0 10.0
93.5 4.0
102.0 0.5
51.0 6.5
48.5 10.0
54.5 15.0
107.0 1.0
127.0 1.0
50.5 6.0
50.0 11.0
47.0 6.0
17.0 25.5
38.5 7.0
73.0 1.0
77.5 1.0
103.5 1.5
65.0 1.5
89.0 2.0
42.5 4.5
41.5 3.0
78.5 2.0
49.5 6.0
91.5 1.5
49.0 7.0
30.0 9.5
45.0 5.5
115.5 1.5
32.5 8.5
90.5 2.5
31.5 9.5
56.5 10.5
75.5 3.0
82.5 3.0
35.5 3.0
33.0 4.0
119.0 1.5
46.5 3.0
68.5 5.0
74.0 4.0
43.0 2.5
106.0 0.5
89.5 3.0
97.0 0.5
77.0 2.5
60.5 1.0
41.0 3.5
83.0 1.0
69.0 11.5
63.5 7.5
111.0 1.0
107.5 0.5
43.5 2.5
66.0 3.0
102.5 1.0
85.5 2.0
86.5 1.0
70.5 2.5
80.5 3.5
99.0 1.5
79.0 2.0
110.5 1.0
78.0 1.5
124.5 1.0
114.5 2.0
105.5 1.0
125.5 1.0
112.5 1.5
42.0 3.5
121.0 1.0
61.5 1.5
71.0 2.0
71.5 1.0
83.5 1.5
66.5 1.0
87.5 0.5
65.5 2.5
95.5 2.0
105.0 1.0
74.5 1.0
44.5 4.0
76.5 2.5
81.0 2.0
114.0 0.5
93.0 0.5
90.0 1.5
104.5 0.5
126.5 0.5
94.0 1.5
117.0 0.5
99.5 0.5
122.5 0.5
101.0 0.5
123.0 0.5
61.0 2.5
101.5 1.5
125.0 0.5
84.5 0.5
98.5 1.0
116.5 0.5
115.0 0.5
96.5 1.0
110.0 0.5
88.5 0.5
126.0 0.5
75.0 0.5
read
12.0 3767.0
20.0 1583.5
1.5 462.5
4.0 45350.5
52.0 562.5
32.0 39060.5
8.0 6918.0
16.0 8210.0
63.5 5.5
128.0 6809.0
0.5 3343.0
1.0 2323.5
200.0 1422.0
64.0 3862.5
11.0 91.5
117.0 6.5
28.0 1773.0
88.0 450.5
68.0 436.0
24.0 1739.5
44.0 960.0
92.0 248.5
35.0 15.0
40.0 951.0
93.0 5.5
84.0 317.0
112.0 503.5
25.0 35.5
103.0 6.5
104.0 292.0
72.0 421.0
96.0 617.5
124.0 233.5
48.0 1396.5
100.0 242.0
56.0 595.0
15.5 47.5
6.0 76.0
36.0 868.5
3.5 177.0
2.0 408.0
8.5 75.0
3.0 231.0
39.5 14.0
7.0 66.5
60.0 548.0
76.0 322.0
15.0 66.5
5.0 96.0
30.0 45.5
51.0 13.5
21.0 38.0
97.0 9.0
31.0 54.0
116.0 252.5
48.5 5.5
108.0 209.0
2.5 313.0
13.5 47.0
49.5 9.0
7.5 376.5
17.0 47.0
11.5 53.5
14.0 54.5
9.5 153.0
10.0 74.0
12.5 60.5
13.0 77.5
17.5 31.5
23.0 32.5
19.5 28.5
16.5 32.0
26.0 25.0
20.5 36.5
10.5 57.5
44.5 9.5
24.5 24.0
28.5 37.0
80.0 865.0
120.0 1197.0
47.5 7.5
80.5 3.5
107.5 2.0
27.0 33.0
34.5 16.5
41.5 16.0
4.5 77.0
19.0 43.0
89.0 9.0
38.5 13.0
22.0 31.5
43.0 21.0
29.0 59.5
42.5 8.0
9.0 93.0
26.5 30.0
62.5 8.5
14.5 41.5
60.5 5.0
52.5 5.0
18.0 31.5
46.5 5.5
22.5 27.5
50.0 8.5
23.5 19.0
27.5 19.5
45.5 11.0
54.0 9.0
37.0 14.5
61.5 7.5
58.5 4.5
33.5 15.5
21.5 35.0
101.5 3.5
70.0 5.5
53.0 17.5
113.0 4.0
75.0 10.0
78.5 4.0
71.0 13.5
79.0 12.0
72.5 3.5
6.5 73.0
37.5 10.0
39.0 23.0
29.5 42.5
5.5 71.0
103.5 7.0
56.5 7.0
102.5 7.0
93.5 3.5
55.0 11.5
69.0 10.5
110.5 4.0
35.5 21.0
25.5 21.0
53.5 7.5
43.5 12.5
73.5 3.0
96.5 3.0
34.0 13.0
65.5 5.0
33.0 22.5
32.5 15.5
47.0 16.0
